corpus,id,text,human_score,human_label,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
Movie Reviews,2507,"A fine effort, an interesting topic, some intriguing characters and a sad ending. Certainly the big finish wasn't something Galinsky and Hawley could have planned for... but part of being a good documentarian is being there when the rope snaps.",1.46666666667,POSITIVE,0.045,0.763,0.192,0.6956,POSITIVE
Movie Reviews,2508,It must be the end of the world: the best film so far this year is a franchise sequel starring Wesley Snipes.,1.8,POSITIVE,0.0,0.833,0.167,0.6369,POSITIVE
Movie Reviews,2509,There are moments of hilarity to be had.,1.13333333333,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2510,"A hypnotic portrait of this sad, compulsive life.",0.733333333333,POSITIVE,0.341,0.659,0.0,-0.561,NEGATIVE
Movie Reviews,2511,"(While The Last Metro) was more melodramatic, confined to a single theater company and its strategies and deceptions, while Tavernier is more concerned with the entire period of history.",0.666666666667,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2512,"One of the best films of the year with its exquisite acting, inventive screenplay, mesmerizing music, and many inimitable scenes of tenderness, loss, discontent, and yearning.",3.4,POSITIVE,0.07,0.671,0.259,0.7351,POSITIVE
Movie Reviews,2513,"Return to Never Land is reliable, standard Disney animated fare, with enough creative energy and wit to entertain all ages.",1.93333333333,POSITIVE,0.0,0.7,0.3,0.743,POSITIVE
Movie Reviews,2514,Michael Moore's latest documentary about America's thirst for violence is his best film yet...,2.6,POSITIVE,0.202,0.591,0.207,0.0258,NEUTRAL
Movie Reviews,2515,"Suffice to say that after seeing this movie in IMAX form, you'll be more acquainted with the tiniest details of Tom Hanks' face than his wife is.",0.666666666667,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2516,"Like a Tarantino movie with heart, Alias Betty is richly detailed, deftly executed and utterly absorbing.",2.53333333333,POSITIVE,0.0,0.575,0.425,0.8625,POSITIVE
Movie Reviews,2517,Marvelously entertaining and deliriously joyous documentary.,3.06666666667,POSITIVE,0.0,0.364,0.636,0.7906,POSITIVE
Movie Reviews,2518,"A brisk, reverent, and subtly different sequel.",1.93333333333,POSITIVE,0.0,0.789,0.211,0.1531,POSITIVE
Movie Reviews,2519,"A movie I loved on first sight and, even more important, love in remembrance.",3.06666666667,POSITIVE,0.0,0.512,0.488,0.8878,POSITIVE
Movie Reviews,2520,Deserves a place of honor next to Nanook as a landmark in film history.,3.4,POSITIVE,0.0,0.727,0.273,0.5423,POSITIVE
Movie Reviews,2521,Murderous Maids pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy...,1.17647058824,POSITIVE,0.288,0.712,0.0,-0.8519,NEGATIVE
Movie Reviews,2522,This is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the American underground.,2.0,POSITIVE,0.0,0.688,0.312,0.8225,POSITIVE
Movie Reviews,2523,"The Sweetest Thing, a romantic comedy with outrageous tendencies, may be a mess in a lot of ways. But it does have one saving grace. A lot of its gags and observations reflect a woman's point of view.",0.823529411765,POSITIVE,0.085,0.749,0.166,0.5499,POSITIVE
Movie Reviews,2524,"This is lightweight filmmaking, to be sure, but it's pleasant enough    and oozing with attractive men.",1.17647058824,POSITIVE,0.0,0.566,0.434,0.8735,POSITIVE
Movie Reviews,2525,"At its most basic, this cartoon adventure is that wind in the hair exhilarating.",1.70588235294,POSITIVE,0.0,0.706,0.294,0.6124,POSITIVE
Movie Reviews,2526,"Fans of critics' darling band Wilco will marvel at the sometimes murky, always brooding look of I Am Trying to Break Your Heart.",1.47058823529,POSITIVE,0.067,0.515,0.418,0.891,POSITIVE
Movie Reviews,2527,The film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet.,1.52941176471,POSITIVE,0.129,0.73,0.142,0.0772,POSITIVE
Movie Reviews,2528,"(Gosling's) combination of explosive physical energy and convincing intelligence helps create a complex, unpredictable character.",2.17647058824,POSITIVE,0.0,0.442,0.558,0.891,POSITIVE
Movie Reviews,2529,Confounding because it solemnly advances a daringly preposterous thesis. Acting cannot be acted.,0.470588235294,NEUTRAL,0.0,0.692,0.308,0.5994,POSITIVE
Movie Reviews,2530,Fulford Wierzbicki ... deftly captures the wise beyond her years teen.,1.82352941176,POSITIVE,0.0,0.763,0.237,0.4767,POSITIVE
Movie Reviews,2531,A wild ride juiced with enough energy and excitement for at least three films.,2.70588235294,POSITIVE,0.0,0.694,0.306,0.6486,POSITIVE
Movie Reviews,2532,"It's a cool event for the whole family. Maybe not a classic, but a movie the kids will want to see over and over again.",1.82352941176,POSITIVE,0.0,0.881,0.119,0.2732,POSITIVE
Movie Reviews,2533,The movie is not as terrible as the synergistic impulse that created it.,-0.470588235294,NEUTRAL,0.0,0.707,0.293,0.5505,POSITIVE
Movie Reviews,2534,"A typically observant, carefully nuanced and intimate French coming of age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it.",0.764705882353,POSITIVE,0.0,0.903,0.097,0.3506,POSITIVE
Movie Reviews,2535,Less an examination of neo Nazism than a probe into the nature of faith itself.,0.823529411765,POSITIVE,0.0,0.833,0.167,0.4215,POSITIVE
Movie Reviews,2536,A moving and weighty depiction of one family's attempts to heal after the death of a child.,1.88235294118,POSITIVE,0.196,0.804,0.0,-0.5994,NEGATIVE
Movie Reviews,2537,I don't think most of the people who loved the 1989 Paradiso will prefer this new version. But I do.,1.05882352941,POSITIVE,0.0,0.886,0.114,0.3506,POSITIVE
Movie Reviews,2538,A zinger filled crowd pleaser that open minded Elvis fans (but by no means all) will have fun with.,1.58823529412,POSITIVE,0.112,0.637,0.251,0.5423,POSITIVE
Movie Reviews,2539,Diggs and Lathan are among the chief reasons Brown Sugar is such a sweet and sexy film.,2.0,POSITIVE,0.0,0.701,0.299,0.7506,POSITIVE
Movie Reviews,2540,"Entirely suspenseful, extremely well paced and ultimately... dare I say, entertaining!",2.94117647059,POSITIVE,0.0,0.606,0.394,0.7049,POSITIVE
Movie Reviews,2541,The riveting performances by the incredibly flexible cast make Love a joy to behold.,3.0,POSITIVE,0.0,0.519,0.481,0.8805,POSITIVE
Movie Reviews,2542,"Terrific as Nadia, a Russian mail order bride who comes to America speaking not a word of English, it's Kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers.",2.23529411765,POSITIVE,0.0,0.829,0.171,0.7783,POSITIVE
Movie Reviews,2543,"With an unflappable air of decadent urbanity, Everett remains a perfect Wildean actor, and a relaxed Firth displays impeccable comic skill.",2.52941176471,POSITIVE,0.0,0.734,0.266,0.7845,POSITIVE
Movie Reviews,2544,"The re release of Ron Howard's Apollo 13 in the IMAX format proves absolutely that really, really, really good things can come in enormous packages.",3.11764705882,POSITIVE,0.0,0.865,0.135,0.5768,POSITIVE
Movie Reviews,2545,Very well written and directed with brutal honesty and respect for its audience.,2.64705882353,POSITIVE,0.188,0.413,0.399,0.5563,POSITIVE
Movie Reviews,2546,Wonderful fencing scenes and an exciting plot make this an eminently engrossing film.,2.76470588235,POSITIVE,0.0,0.615,0.385,0.7845,POSITIVE
Movie Reviews,2547,"It's pretty linear and only makeup deep, but Bogdanovich ties it together with efficiency and an affection for the period.",1.52941176471,POSITIVE,0.0,0.631,0.369,0.8735,POSITIVE
Movie Reviews,2548,A surprisingly charming and even witty match for the best of Hollywood's comic book adaptations.,2.05882352941,POSITIVE,0.0,0.541,0.459,0.8807,POSITIVE
Movie Reviews,2549,This is a superior horror flick.,3.0,POSITIVE,0.33,0.357,0.312,-0.0516,NEGATIVE
Movie Reviews,2550,Adaptation is simply brilliant.,3.47058823529,POSITIVE,0.0,0.441,0.559,0.5859,POSITIVE
Movie Reviews,2551,"Smart and alert, Thirteen Conversations About One Thing is a small gem.",1.86666666667,POSITIVE,0.0,0.671,0.329,0.5994,POSITIVE
Movie Reviews,2552,The pleasure of Read My Lips is like seeing a series of perfect black pearls clicking together to form a string. We're drawn in by the dark luster.,2.13333333333,POSITIVE,0.0,0.716,0.284,0.872,POSITIVE
Movie Reviews,2553,A haunting tale of murder and mayhem.,1.26666666667,POSITIVE,0.576,0.424,0.0,-0.7783,NEGATIVE
Movie Reviews,2554,I love the opening scenes of a wintry New York City in 1899. Cinematic poetry showcases the city's old world charm before machines change nearly everything.,2.2,POSITIVE,0.0,0.777,0.223,0.7845,POSITIVE
Movie Reviews,2555,"It's hard to imagine anyone managing to steal a movie not only from charismatic rising star Jake Gyllenhaal but also from accomplished Oscar winners Susan Sarandon, Dustin Hoffman and Holly Hunter, yet newcomer Ellen Pompeo pulls off the feat with aplomb.",2.73333333333,POSITIVE,0.068,0.766,0.166,0.7717,POSITIVE
Movie Reviews,2556,One of the best rock documentaries ever. Wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many.,3.46666666667,POSITIVE,0.0,0.689,0.311,0.886,POSITIVE
Movie Reviews,2557,Ian Holm conquers France as an earthy Napoleon,1.06666666667,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2558,"Offers big, fat, dumb laughs that may make you hate yourself for giving in. Ah, what the hell.",1.66666666667,POSITIVE,0.384,0.43,0.185,-0.7906,NEGATIVE
Movie Reviews,2559,"(Sports) admirable energy, full bodied characterizations and narrative urgency.",2.0,POSITIVE,0.0,0.551,0.449,0.6908,POSITIVE
Movie Reviews,2560,A portrait of an artist.,0.466666666667,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2561,Directors Brett Morgen and Nanette Burstein have put together a bold biographical fantasia.,1.93333333333,POSITIVE,0.0,0.822,0.178,0.3818,POSITIVE
Movie Reviews,2562,"The subtitled costume drama is set in a remote African empire before cell phones, guns, and the internal combustion engine, but the politics that thump through it are as timely as tomorrow.",1.2,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2563,A tremendous piece of work.,3.26666666667,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2564,"A delightful, if minor, pastry of a movie.",1.86666666667,POSITIVE,0.0,0.648,0.352,0.5859,POSITIVE
Movie Reviews,2565,"While obviously aimed at kids, The Country Bears ... should keep parents amused with its low groan to guffaw ratio.",1.53333333333,POSITIVE,0.092,0.786,0.122,0.1779,POSITIVE
Movie Reviews,2566,LaBute masterfully balances both Traditional or Modern stories together in a manner that one never overwhelms the other. Something for everyone.,2.33333333333,POSITIVE,0.0,0.926,0.074,0.1511,POSITIVE
Movie Reviews,2567,"Irwin is so earnest that it's hard to resist his pleas to spare wildlife and respect their environs. There are far worse messages to teach a young audience, which will probably be perfectly happy with the sloppy slapstick comedy.",1.53333333333,POSITIVE,0.083,0.59,0.327,0.9353,POSITIVE
Movie Reviews,2568,Leigh succeeds in delivering a dramatic slap in the face that's simultaneously painful and refreshing.,1.93333333333,POSITIVE,0.147,0.609,0.244,0.2263,POSITIVE
Movie Reviews,2569,"Not about scares but a mood in which an ominous, pervasive, and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense.",1.73333333333,POSITIVE,0.291,0.665,0.044,-0.8602,NEGATIVE
Movie Reviews,2570,"'Film aficionados cannot help but love Cinema Paradiso, whether the original version or new Director's Cut.'",2.4,POSITIVE,0.371,0.505,0.124,-0.7078,NEGATIVE
Movie Reviews,2571,A fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists.,2.13333333333,POSITIVE,0.0,0.745,0.255,0.7579,POSITIVE
Movie Reviews,2572,It's one thing to read about or rail against the ongoing   and unprecedented   construction project going on over our heads. It's quite another to feel physically caught up in the process.,1.06666666667,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2573,"Contradicts everything we've come to expect from movies nowadays. Instead of simply handling conventional material in a conventional way, Secretary takes the most unexpected material and handles it in the most unexpected way.",1.66666666667,POSITIVE,0.07,0.93,0.0,-0.34,NEGATIVE
Movie Reviews,2574,Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format? In a word: No.,2.6,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2575,"Murderous Maids has a lot going for it, not least the brilliant performances by Testud ... and Parmentier.",2.46666666667,POSITIVE,0.312,0.688,0.0,-0.8059,NEGATIVE
Movie Reviews,2576,"Filmmaker Stacy Peralta has a flashy editing style that doesn't always jell with Sean Penn's monotone narration, but he respects the material without sentimentalizing it.",1.06666666667,POSITIVE,0.068,0.826,0.106,0.2644,POSITIVE
Movie Reviews,2577,"There are a couple of things that elevate ''Glory'' above most of its ilk, most notably the mere presence of Duvall.",1.8,POSITIVE,0.0,0.851,0.149,0.5423,POSITIVE
Movie Reviews,2578,"It's light on the chills and heavy on the atmospheric weirdness, and there are moments of jaw droppingly odd behavior    yet I found it weirdly appealing.",1.46666666667,POSITIVE,0.218,0.782,0.0,-0.6597,NEGATIVE
Movie Reviews,2579,(Rises) above its oh so Hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old fashioned escapism.,1.73333333333,POSITIVE,0.0,0.896,0.104,0.4404,POSITIVE
Movie Reviews,2580,"A breezy blend of art, history, esoteric musings and philosophy.",1.6,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2581,"Kids will love its fantasy and adventure, and grownups should appreciate its whimsical humor.",2.33333333333,POSITIVE,0.0,0.417,0.583,0.891,POSITIVE
Movie Reviews,2582,Tsai Ming liang's ghosts are painfully aware of their not being.,-0.4,NEUTRAL,0.254,0.746,0.0,-0.5267,NEGATIVE
Movie Reviews,2583,"Leaping from one arresting image to another, Songs from the Second Floor has all the enjoyable randomness of a very lively dream and so manages to be compelling, amusing and unsettling at the same time.",2.2,POSITIVE,0.0,0.7,0.3,0.8973,POSITIVE
Movie Reviews,2584,"Sean Penn, you owe Nicolas Cage an apology.",-0.8,NEGATIVE,0.0,0.854,0.146,0.0516,POSITIVE
Movie Reviews,2585,The performances are uniformly good.,1.86666666667,POSITIVE,0.0,0.58,0.42,0.4404,POSITIVE
Movie Reviews,2586,"She's all powerful, a voice for a pop cyber culture that feeds on her Bjorkness.",1.86666666667,POSITIVE,0.0,0.833,0.167,0.4215,POSITIVE
Movie Reviews,2587,It's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it.,2.06666666667,POSITIVE,0.0,0.794,0.206,0.5267,POSITIVE
Movie Reviews,2588,"For all its plot twists, and some of them verge on the bizarre as the film winds down, Blood Work is a strong, character oriented piece.",2.0,POSITIVE,0.078,0.811,0.111,0.25,POSITIVE
Movie Reviews,2589,"The story line may be 127 years old, but El Crimen del Padre Amaro ... couldn't be more timely in its despairing vision of corruption within the Catholic establishment.",2.06666666667,POSITIVE,0.131,0.795,0.074,-0.4497,NEGATIVE
Movie Reviews,2590,This in depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come.,2.4,POSITIVE,0.0,0.93,0.07,0.2023,POSITIVE
Movie Reviews,2591,It shows us a slice of life that's very different from our own and yet instantly recognizable.,1.66666666667,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2592,A wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture.,1.93333333333,POSITIVE,0.0,0.762,0.238,0.6486,POSITIVE
Movie Reviews,2593,Has its share of arresting images.,0.733333333333,POSITIVE,0.0,0.694,0.306,0.296,POSITIVE
Movie Reviews,2594,"Leave it to John Sayles to take on developers, the Chamber of Commerce, tourism, historical pageants, and commercialism all in the same movie ... without neglecting character development for even one minute.",2.33333333333,POSITIVE,0.036,0.897,0.067,0.2635,POSITIVE
Movie Reviews,2595,Reign of Fire just might go down as one of the all time great apocalypse movies.,3.06666666667,POSITIVE,0.117,0.683,0.2,0.4019,POSITIVE
Movie Reviews,2596,A smart little indie.,1.4,POSITIVE,0.0,0.526,0.474,0.4019,POSITIVE
Movie Reviews,2597,"Payne has created a beautiful canvas, and Nicholson proves once again that he's the best brush in the business.",2.6,POSITIVE,0.0,0.613,0.387,0.8779,POSITIVE
Movie Reviews,2598,"Try as you might to resist, if you've got a place in your heart for Smokey Robinson, this movie will worm its way there.",1.93333333333,POSITIVE,0.0,0.846,0.154,0.6369,POSITIVE
Movie Reviews,2599,"A riveting profile of law enforcement, and a visceral, nasty journey into an urban Hades.",1.8,POSITIVE,0.205,0.795,0.0,-0.5574,NEGATIVE
Movie Reviews,2600,Director Douglas McGrath takes on Nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading.,-1.46666666667,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2601,"Stands as a document of what it felt like to be a New Yorker    or, really, to be a human being    in the weeks after 9/11.",1.2,POSITIVE,0.0,0.909,0.091,0.3612,POSITIVE
Movie Reviews,2602,"I am not generally a huge fan of cartoons derived from TV shows, but Hey Arnold! The Movie is clever, offbeat and even gritty enough to overcome my resistance.",1.93333333333,POSITIVE,0.044,0.778,0.178,0.6663,POSITIVE
Movie Reviews,2603,"With not a lot of help from the screenplay (proficient, but singularly cursory), (Testud) acts with the feral intensity of the young Bette Davis.",1.66666666667,POSITIVE,0.0,0.926,0.074,0.2144,POSITIVE
Movie Reviews,2604,"It's a film that's destined to win a wide summer audience through word of mouth reviews and, not far down the line, to find a place among the studio's animated classics.",2.66666666667,POSITIVE,0.0,0.888,0.112,0.5859,POSITIVE
Movie Reviews,2605,"Slow and ponderous, but Rohmer's drama builds to an intense indoor drama about compassion, sacrifice, and Christian love in the face of political corruption.",1.53333333333,POSITIVE,0.0,0.651,0.349,0.9052,POSITIVE
Movie Reviews,2606,"If you're not totally weirded  out by the notion of cinema as community therapy spectacle, Quitting hits home with disorienting force.",1.2,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2607,"Austin Powers for the most part is extremely funny, the first part making up for any flaws that come later.",2.0,POSITIVE,0.0,0.856,0.144,0.4927,POSITIVE
Movie Reviews,2608,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human scale characters that suck the audience in.",1.66666666667,POSITIVE,0.079,0.822,0.099,0.1779,POSITIVE
Movie Reviews,2609,Cho continues her exploration of the outer limits of raunch with considerable brio.,1.8,POSITIVE,0.0,0.863,0.137,0.2263,POSITIVE
Movie Reviews,2610,Elvira fans could hardly ask for more.,2.6,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2611,"A canny, derivative, wildly gruesome portrait of a London sociopath who's the scariest of sadists.",0.8,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2612,The movie should be credited with remembering his victims.,0.25,NEUTRAL,0.195,0.593,0.212,0.0516,POSITIVE
Movie Reviews,2613,"Fast paced and wonderfully edited, the film is extremely thorough.",2.7,POSITIVE,0.0,0.698,0.302,0.5994,POSITIVE
Movie Reviews,2614,"A bracing, unblinking work that serves as a painful elegy and sobering cautionary tale.",1.85,POSITIVE,0.281,0.719,0.0,-0.5719,NEGATIVE
Movie Reviews,2615,Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation.,0.65,POSITIVE,0.282,0.718,0.0,-0.6705,NEGATIVE
Movie Reviews,2616,"As if trying to grab a lump of Play Doh, the harder that Liman tries to squeeze his story, the more details slip out between his fingers.",-1.4,NEGATIVE,0.0,0.915,0.085,0.34,POSITIVE
Movie Reviews,2617,"My Big Fat Greek Wedding is not only the best date movie of the year, it's also a    dare I say it twice    delightfully charming    and totally American, I might add    slice of comedic bliss.",3.3,POSITIVE,0.071,0.635,0.294,0.8893,POSITIVE
Movie Reviews,2618,"Few films have captured the chaos of an urban conflagration with such fury, and audience members will leave feeling as shaken as Nesbitt's Cooper looks when the bullets stop flying.",2.25,POSITIVE,0.322,0.638,0.04,-0.8625,NEGATIVE
Movie Reviews,2619,Another love story in 2002's remarkable procession of sweeping pictures that have reinvigorated the romance genre.,2.25,POSITIVE,0.0,0.456,0.544,0.936,POSITIVE
Movie Reviews,2620,"It's another retelling of Alexandre Dumas' classic. Why? Who knows, but it works under the direction of Kevin Reynolds.",1.45,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2621,"(F)rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative, the film is blazingly alive and admirable on many levels.",2.9,POSITIVE,0.0,0.662,0.338,0.8807,POSITIVE
Movie Reviews,2622,"Shiri is an action film that delivers on the promise of excitement, but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience.",2.45,POSITIVE,0.0,0.712,0.288,0.8442,POSITIVE
Movie Reviews,2623,"Provides the kind of 'laugh therapy' I need from movie comedies    offbeat humor, amusing characters, and a happy ending. After seeing 'Analyze That,' I feel better already.",2.6,POSITIVE,0.0,0.548,0.452,0.946,POSITIVE
Movie Reviews,2624,"A penetrating, potent exploration of sanctimony, self awareness, self hatred and self determination.",1.9,POSITIVE,0.223,0.532,0.245,-0.1531,NEGATIVE
Movie Reviews,2625,"This isn't a retooled genre piece, the tale of a guy and his gun, but an amiably idiosyncratic work.",1.25,POSITIVE,0.086,0.914,0.0,-0.1779,NEGATIVE
Movie Reviews,2626,"Overall, it's a very entertaining, thought provoking film with a simple message: God is love.",2.3,POSITIVE,0.091,0.488,0.421,0.8141,POSITIVE
Movie Reviews,2627,"It may not be a great piece of filmmaking, but its power comes from its soul's eye view of how well meaning patronizing masked a social injustice, at least as represented by this case.",1.25,POSITIVE,0.176,0.759,0.065,-0.6754,NEGATIVE
Movie Reviews,2628,"Although mainstream American movies tend to exploit the familiar, every once in a while a film arrives from the margin that gives viewers a chance to learn, to grow, to travel.",1.9,POSITIVE,0.043,0.895,0.062,0.1531,POSITIVE
Movie Reviews,2629,"Jeong Hyang Lee's film is deceptively simple, deeply satisfying.",2.5,POSITIVE,0.0,0.708,0.292,0.5095,POSITIVE
Movie Reviews,2630,"The film is a hoot, and is just as good, if not better than much of what's on Saturday morning TV especially the pseudo educational stuff we all can't stand.",2.15,POSITIVE,0.072,0.841,0.087,0.1265,POSITIVE
Movie Reviews,2631,"George Clooney, in his first directorial effort, presents this utterly ridiculous shaggy dog story as one of the most creative, energetic and original comedies to hit the screen in years.",2.7,POSITIVE,0.071,0.638,0.29,0.8214,POSITIVE
Movie Reviews,2632,"Even when it drags, we are forced to reflect that its visual imagination is breathtaking",1.5,POSITIVE,0.239,0.609,0.152,-0.1779,NEGATIVE
Movie Reviews,2633,Although commentary on Nachtwey is provided ... it's the image that really tells the tale.,1.25,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2634,A life size reenactment of those Jack Chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire.,0.2,NEUTRAL,0.098,0.902,0.0,-0.34,NEGATIVE
Movie Reviews,2635,Grainy photography mars an otherwise delightful comedy of errors.,0.25,NEUTRAL,0.163,0.408,0.429,0.5994,POSITIVE
Movie Reviews,2636,"this film is not a love letter for the slain rappers, it's a taunt  a call for justice for two crimes from which many of us have not yet recovered.",0.55,POSITIVE,0.097,0.805,0.098,0.0083,NEUTRAL
Movie Reviews,2637,The film is impressive for the sights and sounds of the wondrous beats the world has to offer.,2.25,POSITIVE,0.0,0.837,0.163,0.5106,POSITIVE
Movie Reviews,2638,"Daily struggles and simple pleasures usurp the preaching message so that, by the time the credits roll across the pat ending, a warm, fuzzy feeling prevails.",2.0,POSITIVE,0.077,0.65,0.272,0.6486,POSITIVE
Movie Reviews,2639,"...in no way original, or even all that memorable, but as downtown Saturday matinee brain candy, it doesn't disappoint.",0.8,POSITIVE,0.14,0.728,0.131,0.2037,POSITIVE
Movie Reviews,2640,"Clever and unflinching in its comic barbs, Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up.",1.95,POSITIVE,0.0,0.664,0.336,0.8793,POSITIVE
Movie Reviews,2641,Cremaster 3 is at once a tough pill to swallow and a minor miracle of self expression.,0.0,NEUTRAL,0.074,0.739,0.187,0.5106,POSITIVE
Movie Reviews,2642,Sex is one of those films that aims to confuse.,-0.933333333333,NEGATIVE,0.174,0.826,0.0,-0.2263,NEGATIVE
Movie Reviews,2643,"Compared to his series of spectacular belly flops both on and off the screen, RunTelDat is something of a triumph.",1.46666666667,POSITIVE,0.102,0.766,0.132,0.1779,POSITIVE
Movie Reviews,2644,"(Moore's) better at fingering problems than finding solutions. But though he only scratches the surface, at least he provides a strong itch to explore more.",0.8,POSITIVE,0.06,0.686,0.253,0.7096,POSITIVE
Movie Reviews,2645,"The powerful success of Read My Lips with such provocative material shows why, after only three films, director/co writer Jacques Audiard, though little known in this country, belongs in the very top rank of French filmmakers.",3.06666666667,POSITIVE,0.0,0.793,0.207,0.8221,POSITIVE
Movie Reviews,2646,"In his debut as a director, Washington has a sure hand. His work with actors is particularly impressive.",2.66666666667,POSITIVE,0.0,0.623,0.377,0.8439,POSITIVE
Movie Reviews,2647,"A generous, inspiring film that unfolds with grace and humor and gradually becomes a testament to faith.",2.66666666667,POSITIVE,0.0,0.465,0.535,0.9153,POSITIVE
Movie Reviews,2648,"Delivers the sexy razzle dazzle that everyone, especially movie musical fans, has been hoping for.",2.8,POSITIVE,0.0,0.677,0.323,0.7351,POSITIVE
Movie Reviews,2649,Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role.,2.0,POSITIVE,0.348,0.573,0.079,-0.7269,NEGATIVE
Movie Reviews,2650,"Fierce, glaring and unforgettable.",2.73333333333,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
Movie Reviews,2651,Cletis is playful but highly studied and dependent for its success on a patient viewer.,1.46666666667,POSITIVE,0.0,0.65,0.35,0.7906,POSITIVE
Movie Reviews,2652,"Like its predecessor, it's no classic, but it provides a reasonably attractive holiday contraption, one that families looking for a clean, kid friendly outing should investigate.",1.53333333333,POSITIVE,0.041,0.518,0.44,0.9468,POSITIVE
Movie Reviews,2653,Campanella gets the tone just right    funny in the middle of sad in the middle of hopeful.,2.0,POSITIVE,0.133,0.601,0.266,0.4767,POSITIVE
Movie Reviews,2654,Either a fascinating study of the relationship between mothers and their children or a disturbing story about sociopaths and their marks.,1.66666666667,POSITIVE,0.128,0.736,0.136,0.0516,POSITIVE
Movie Reviews,2655,"...gripping and handsome execution, (but) there isn't much about K 19 that's unique or memorable.",0.466666666667,NEUTRAL,0.0,0.87,0.13,0.2732,POSITIVE
Movie Reviews,2656,"Effective in all its aspects, Margarita Happy Hour represents an auspicious feature debut for Chaiken.",2.2,POSITIVE,0.0,0.657,0.343,0.7783,POSITIVE
Movie Reviews,2657,"The delicious trimmings...arrive early and stay late, filling nearly every minute...with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",2.46666666667,POSITIVE,0.0,0.626,0.374,0.9442,POSITIVE
Movie Reviews,2658,"Standing by Yourself is haunting...(It's) what punk rock music used to be, and what the video medium could use more of: spirit, perception, conviction.",2.8,POSITIVE,0.0,0.921,0.079,0.2449,POSITIVE
Movie Reviews,2659,"Not the best Herzog perhaps, but unmistakably Herzog.",0.933333333333,POSITIVE,0.238,0.762,0.0,-0.2924,NEGATIVE
Movie Reviews,2660,"Enjoyably fast moving, hard hitting documentary.",2.66666666667,POSITIVE,0.171,0.488,0.341,0.34,POSITIVE
Movie Reviews,2661,"Rehearsals are frequently more fascinating than the results. Last Dance, whatever its flaws, fulfills one facet of its mission in making me want to find out whether, in this case, that's true.",1.33333333333,POSITIVE,0.0,0.739,0.261,0.8357,POSITIVE
Movie Reviews,2662,"The film's constant mood of melancholy and its unhurried narrative are masterfully controlled. But ... in trying to capture the novel's deeper intimate resonances, the film has – ironically   distanced us from the characters.",-0.133333333333,NEUTRAL,0.056,0.944,0.0,-0.2382,NEGATIVE
Movie Reviews,2663,"This is a stunning film, a one of a kind tour de force.",3.33333333333,POSITIVE,0.0,0.647,0.353,0.7184,POSITIVE
