sentence_id,review_id,text,primary_intent,intent_count,intent_complaint,intent_return_refund,intent_support_contact,intent_shipping,intent_product_quality,intent_price_value,intent_recommendation,intent_neutral_inquiry,escalation_risk,human_score,human_label,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
178_2,178,i bought one of these phones in kuwait to use with the mtc prepaid telephone service ez because i would be able to use it when i return to the states with t-mobile.,return_refund,3,0,1,1,0,0,1,0,0,0,0.3,NEUTRAL,0.0,0.928,0.072,0.3612,POSITIVE
178_3,178,recently i accidently washed my telephone with my laundry through two complete 18 minute wash cycles of a washing machine.,support_contact,1,0,0,1,0,0,0,0,0,0,-0.45,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
178_4,178,"disgusted with myself after i found the phone in the bottom of the washing machine, i was about to throw it away when one of my fellow soldiers asked if he could dry it out for me in an effort to revive the phone.",support_contact,2,0,0,1,0,0,0,0,1,0,-0.95,NEGATIVE,0.071,0.879,0.05,-0.25,NEGATIVE
178_5,178,two days later the phone was returned to me in complete working order.,return_refund,3,0,1,1,1,0,0,0,0,0,1.4,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
178_6,178,"while i like the performance of the phone in every regard, i would buy another one solely upon the apparent indestructibility of it.",support_contact,2,0,0,1,0,0,0,1,0,0,2.05,POSITIVE,0.0,0.898,0.102,0.3612,POSITIVE
178_7,178,i highly recommend a nokia 6610.,recommendation,1,0,0,0,0,0,0,1,0,0,2.5,POSITIVE,0.0,0.642,0.358,0.4201,POSITIVE
179_1,179,best phone for free.,support_contact,1,0,0,1,0,0,0,0,0,0,2.5,POSITIVE,0.0,0.211,0.789,0.8176,POSITIVE
179_2,179,"i've had an assortment of cell phones over the years (motorola, sony ericsson, nokia etc.)",support_contact,1,0,0,1,0,0,0,0,0,0,0.0,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
179_3,179,"and in my opinion, nokia has the best menus and promps hands down.",other,0,0,0,0,0,0,0,0,0,0,2.3,POSITIVE,0.0,0.741,0.259,0.6369,POSITIVE
179_4,179,no other color phone has the combination of features that the 6610 offers.,support_contact,2,0,0,1,0,0,0,0,1,0,1.7,POSITIVE,0.155,0.845,0.0,-0.296,NEGATIVE
179_5,179,"from the speakerphone that can be used up to 15 feet away with clarity, to the downloadable poly-graphic megatones that adds a personal touch to this nifty phone.",support_contact,1,0,0,1,0,0,0,0,0,0,2.15,POSITIVE,0.0,0.817,0.183,0.7027,POSITIVE
179_6,179,"whether you're taking a brisk jog, waiting for a bus or just having lunch at the park, you'll be glad you had the fm radio.",other,0,0,0,0,0,0,0,0,0,0,1.75,POSITIVE,0.0,0.833,0.167,0.5574,POSITIVE
179_7,179,"wish it were a flip phone, but thats not a deal breaker!",support_contact,3,0,0,1,0,1,1,0,0,0,0.25,NEUTRAL,0.0,0.837,0.163,0.2828,POSITIVE
180_1,180,glad to own.,other,0,0,0,0,0,0,0,0,0,0,2.0,POSITIVE,0.0,0.4,0.6,0.4588,POSITIVE
180_2,180,i have had this phone for about 5 months.,support_contact,1,0,0,1,0,0,0,0,0,0,0.05,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
180_3,180,i treat the battery well and it has lasted.,other,0,0,0,0,0,0,0,0,0,0,1.4,POSITIVE,0.0,0.593,0.407,0.5859,POSITIVE
180_4,180,"at my heaviest usage, i must recharge after 3 days.",other,0,0,0,0,0,0,0,0,0,0,0.8,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
180_5,180,it lasts about 5 days otherwise and has lasted up to 10 when i was making very few calls.,support_contact,1,0,0,1,0,0,0,0,0,0,0.7,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
180_6,180,signal strength will affect the battery life.,other,0,0,0,0,0,0,0,0,0,0,-0.55,NEGATIVE,0.0,0.652,0.348,0.4939,POSITIVE
180_7,180,frequent signal searches eat up battery power.,other,0,0,0,0,0,0,0,0,0,0,-1.65,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
180_8,180,"i took great care of the screen, till i realized that the part that might get scratched is part of the cover.",product_quality,1,0,0,0,0,1,0,0,0,0,-0.55,NEGATIVE,0.0,0.733,0.267,0.8074,POSITIVE
180_9,180,i can replace that if the scratch is unbearable to look at.,return_refund,2,0,1,0,0,1,0,0,0,0,0.25,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
180_10,180,the volume level of the phone is not all that good.,support_contact,1,0,0,1,0,0,0,0,0,0,-1.5,NEGATIVE,0.194,0.806,0.0,-0.3412,NEGATIVE
180_11,180,"some of the higher pitched rings are very easy to hear, but not easy to listen to.",other,0,0,0,0,0,0,0,0,0,0,-0.8,NEGATIVE,0.154,0.742,0.104,-0.2529,NEGATIVE
180_12,180,the more subtle tones that were included with the phone are hard to hear at times.,support_contact,1,0,0,1,0,0,0,0,0,0,-1.1,NEGATIVE,0.085,0.915,0.0,-0.1027,NEGATIVE
180_13,180,the vibration is not top.,other,0,0,0,0,0,0,0,0,0,0,-1.1,NEGATIVE,0.285,0.715,0.0,-0.1511,NEGATIVE
180_14,180,"it is a teeny phone, so it is hard to put a big mechanism in.",support_contact,1,0,0,1,0,0,0,0,0,0,-0.65,NEGATIVE,0.106,0.894,0.0,-0.1689,NEGATIVE
180_15,180,"i don't use the vibration, because it is often easier to hear it vibrate then to feel it.",other,0,0,0,0,0,0,0,0,0,0,-0.25,NEUTRAL,0.0,0.859,0.141,0.4215,POSITIVE
180_16,180,vibration was not even listed as a feature when i purchased this.,recommendation,2,0,0,0,0,0,0,1,1,0,-0.05,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
180_17,180,so it was no loss.,other,0,0,0,0,0,0,0,0,0,0,0.25,NEUTRAL,0.0,0.482,0.518,0.3017,POSITIVE
180_18,180,overall this has been my favorite phone that i have owned.,support_contact,1,0,0,1,0,0,0,0,0,0,2.55,POSITIVE,0.0,0.769,0.231,0.4588,POSITIVE
180_19,180,"great battery life, perfect size, but a tid bit quieter than i would like.",other,0,0,0,0,0,0,0,0,0,0,1.5,POSITIVE,0.0,0.574,0.426,0.7992,POSITIVE
180_20,180,i do hope that they offer more faceplate options.,shipping,1,0,0,0,1,0,0,0,0,0,-0.2,NEUTRAL,0.0,0.734,0.266,0.4404,POSITIVE
180_21,180,i am bored with the silver look.,other,0,0,0,0,0,0,0,0,0,0,-1.15,NEGATIVE,0.259,0.741,0.0,-0.2732,NEGATIVE
181_1,181,cool.,other,0,0,0,0,0,0,0,0,0,0,1.3,POSITIVE,0.0,0.0,1.0,0.3182,POSITIVE
181_2,181,it has a nice color screen.,other,0,0,0,0,0,0,0,0,0,0,1.6,POSITIVE,0.0,0.641,0.359,0.4215,POSITIVE
181_3,181,it is small.,other,0,0,0,0,0,0,0,0,0,0,-0.05,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
181_4,181,"radio is awsome, but it doesn't work unless you have the earpice in.",complaint,1,1,0,0,0,0,0,0,0,0,0.8,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
181_5,181,"that is a major minus, but its not that bad.",complaint,1,1,0,0,0,0,0,0,0,0,-1.55,NEGATIVE,0.0,0.705,0.295,0.5824,POSITIVE
181_6,181,t-mobile was a pretty good server.,other,0,0,0,0,0,0,0,0,0,0,1.55,POSITIVE,0.0,0.396,0.604,0.7269,POSITIVE
181_7,181,it has 2 games.,other,0,0,0,0,0,0,0,0,0,0,0.1,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
181_8,181,they are not wowable good.,other,0,0,0,0,0,0,0,0,0,0,-0.7,NEGATIVE,0.376,0.624,0.0,-0.3412,NEGATIVE
181_9,181,you have to buy better ones.,recommendation,1,0,0,0,0,0,0,1,0,0,-1.05,NEGATIVE,0.0,0.633,0.367,0.4404,POSITIVE
181_10,181,it also doesn't have voice activated dialing.,other,0,0,0,0,0,0,0,0,0,0,-1.1,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
181_11,181,big minus!!,other,0,0,0,0,0,0,0,0,0,0,-2.85,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
182_1,182,"great phone, but no warranty!",return_refund,2,0,1,1,0,0,0,0,0,0,1.0,POSITIVE,0.358,0.347,0.295,-0.1386,NEGATIVE
182_2,182,"this is a very nice phone, but there is no warranty on it.",return_refund,2,0,1,1,0,0,0,0,0,0,0.65,POSITIVE,0.177,0.694,0.129,-0.191,NEGATIVE
182_3,182,nokia will not cover phones bought from amazon.,support_contact,1,0,0,1,0,0,0,0,0,0,-1.0,NEGATIVE,0.0,0.805,0.195,0.1779,POSITIVE
182_4,182,we got two phones for the t-mobile family plan (indeed very easy to switch to the family plan) and one came with a broken headphone (can hear but cannot be heard) and one died today after less than two weeks of use.,complaint,3,1,0,1,0,1,0,0,0,0,-2.3,NEGATIVE,0.145,0.812,0.044,-0.7053,NEGATIVE
182_5,182,i'll see how much help i can get from amazon and report back.,other,0,0,0,0,0,0,0,0,0,1,-0.35,NEUTRAL,0.0,0.714,0.286,0.5267,POSITIVE
183_1,183,menu flaws?,other,0,0,0,0,0,0,0,0,0,0,-0.55,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
183_2,183,mine couldn't send text messages.,other,0,0,0,0,0,0,0,0,0,0,-1.5,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
183_3,183,i upgraded to a 6610 at my local t-mobile store.,other,0,0,0,0,0,0,0,0,0,0,0.15,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
183_4,183,"when i got it home, i discovered that the menu options for sending messages via either text or email simply weren't there:  it defaulted to unchangeable email.",complaint,2,1,0,1,0,0,0,0,0,0,-1.45,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
183_5,183,"so i spent half an hour on the phone with tech support, only to have the online tech person pull one off the shelf and tell me he had the same problem.",complaint,2,1,0,1,0,0,0,0,0,0,-2.0,NEGATIVE,0.076,0.847,0.076,0.0,NEUTRAL
183_6,183,"i returned to the store, whereupon the clerk insisted that he could make it work; he couldn't.",return_refund,1,0,1,0,0,0,0,0,0,0,-1.95,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
183_7,183,"he spent another half hour on the phone with tech support, to no avail.",support_contact,1,0,0,1,0,0,0,0,0,0,-1.9,NEGATIVE,0.13,0.71,0.16,0.128,POSITIVE
183_8,183,"so i had to give up and return it, having lost about 4 hours.",return_refund,1,0,1,0,0,0,0,0,0,0,-2.0,NEGATIVE,0.15,0.85,0.0,-0.3182,NEGATIVE
183_9,183,"while i had the phone, the positive features were: good sound quality and an excellent fm phone and earpiece.",support_contact,3,0,0,1,0,1,0,0,1,0,2.1,POSITIVE,0.0,0.611,0.389,0.8807,POSITIVE
183_10,183,"negative: impossibly tiny and difficult to operate, barely visible, power button.",other,0,0,0,0,0,0,0,0,0,0,-2.6,NEGATIVE,0.408,0.592,0.0,-0.7351,NEGATIVE
183_11,183,poor visibility on the keys.,complaint,1,1,0,0,0,0,0,0,0,0,-1.6,NEGATIVE,0.437,0.563,0.0,-0.4767,NEGATIVE
183_12,183,you have to tilt the phone around to catch the light on them.,support_contact,1,0,0,1,0,0,0,0,0,0,-0.6,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
184_1,184,great speakerphone and great reception!!,support_contact,1,0,0,1,0,0,0,0,0,0,3.0,POSITIVE,0.0,0.255,0.745,0.8684,POSITIVE
184_2,184,reccomend!,other,0,0,0,0,0,0,0,0,0,0,2.5,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
184_3,184,"the title says it all...  the two biggest things is the excellent working speakerphone "" unlike the nokia 3650 "" and the superb reception nokia is known for in the gsm phones they make...  only con i can think of is no camera....  no big deal for the size..  this phone is a winner...",support_contact,3,0,0,1,0,0,1,0,1,0,2.55,POSITIVE,0.034,0.757,0.209,0.906,POSITIVE
185_1,185,perfect.,other,0,0,0,0,0,0,0,0,0,0,3.1,POSITIVE,0.0,0.0,1.0,0.5719,POSITIVE
185_2,185,"anything this phone does, it does perfectly.",support_contact,1,0,0,1,0,0,0,0,0,0,3.35,POSITIVE,0.0,0.588,0.412,0.6369,POSITIVE
185_3,185,"the speakerphone, the radio, all features work perfectly.",support_contact,2,0,0,1,0,0,0,0,1,0,2.65,POSITIVE,0.0,0.625,0.375,0.6369,POSITIVE
185_4,185,the speakerphone:  this phone has a very cool and useful feature -- the speakerphone.,support_contact,2,0,0,1,0,0,0,0,1,0,1.9,POSITIVE,0.0,0.676,0.324,0.6962,POSITIVE
185_5,185,as said before this works perfectly.,other,0,0,0,0,0,0,0,0,0,0,2.65,POSITIVE,0.0,0.543,0.457,0.6369,POSITIVE
185_6,185,you can adjust the volume to be heard anywhere or so that it doesn't make that big of a disturbance.,other,0,0,0,0,0,0,0,0,0,0,1.3,POSITIVE,0.12,0.88,0.0,-0.3818,NEGATIVE
185_7,185,the person on the other end of the call can hear you perfectly.,support_contact,1,0,0,1,0,0,0,0,0,0,2.35,POSITIVE,0.0,0.741,0.259,0.6369,POSITIVE
185_8,185,you can be up to about 3 feet away from it and it will still work perfectly.,other,0,0,0,0,0,0,0,0,0,0,1.95,POSITIVE,0.0,0.792,0.208,0.6369,POSITIVE
185_9,185,"only one complaint about the speakerphone, you can only activate the speakerphone feature once the person you are calling answers the phone, not while it is ringing.",support_contact,2,0,0,1,0,0,0,0,1,0,-0.85,NEGATIVE,0.078,0.922,0.0,-0.296,NEGATIVE
185_10,185,the radio:  this phone is one of the few phones that have an fm radio tuner built in.,support_contact,1,0,0,1,0,0,0,0,0,0,0.8,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
185_11,185,"this radio receives fairly decent reception but not nearly as good as a normal radio, but as long as the stations are coming in clearly the phone's radio should work perfectly.",support_contact,2,0,0,1,1,0,0,0,0,0,1.15,POSITIVE,0.077,0.692,0.231,0.8042,POSITIVE
185_12,185,"tri-band:  one highly beneficial feature of this phone (at least to me) is that it can be used anywhere in the world except a few countries that do not use gsm, a few in asia.",support_contact,2,0,0,1,0,0,0,0,1,0,1.7,POSITIVE,0.0,0.914,0.086,0.4927,POSITIVE
185_13,185,i bought this phone for my trip to south africa and it worked almost perfectly.,support_contact,1,0,0,1,0,0,0,0,0,0,2.25,POSITIVE,0.0,0.782,0.218,0.6003,POSITIVE
185_14,185,the only problem i had was a small glitch with t-mobile.,complaint,1,1,0,0,0,0,0,0,0,0,-0.75,NEGATIVE,0.213,0.787,0.0,-0.4019,NEGATIVE
185_15,185,anywhere i went in south africa this phone received full bar reception.,support_contact,2,0,0,1,1,0,0,0,0,0,2.3,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
185_16,185,"if it worked like that in south africa, i imagine it would just work without a hitch in europe.",other,0,0,0,0,0,0,0,0,0,0,1.2,POSITIVE,0.0,0.878,0.122,0.3612,POSITIVE
185_17,185,sold in other parts of the world:  another benefit of this phone is that it is truly an international phone; the 6610 is sold in almost everywhere in the world.,support_contact,1,0,0,1,0,0,0,0,0,0,1.85,POSITIVE,0.0,0.826,0.174,0.7096,POSITIVE
185_18,185,this means that there is a good chance that this phone will not break easily like typical american phones.,support_contact,2,0,0,1,0,1,0,0,0,0,1.55,POSITIVE,0.172,0.624,0.204,0.1911,POSITIVE
185_19,185,"or on the rare occasion it does you can bring it into any t-mobile store, which are located in many countries in europe.",other,0,0,0,0,0,0,0,0,0,0,0.8,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
185_20,185,i cannot stress enough how big of a benefit it is to have a european phone and a european company providing your cell phone service.,support_contact,1,0,0,1,0,0,0,0,0,0,1.75,POSITIVE,0.0,0.812,0.188,0.6522,POSITIVE
185_21,185,"able to use service in another country:  if you decide to go to another country for an extended period of time, you can just buy a sim card from a service provider in that country.",recommendation,1,0,0,0,0,0,0,1,0,0,1.0,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
185_22,185,you would then have a phone number in that country and not have to pay for international roaming in that country.,support_contact,2,0,0,1,0,0,1,0,0,0,0.5,POSITIVE,0.0,0.88,0.12,0.1521,POSITIVE
185_23,185,"size and weight:  when you put this phone in your pocket you forget it is there; it is unbelievably small and oh, so light.",support_contact,1,0,0,1,0,0,0,0,0,0,2.1,POSITIVE,0.076,0.924,0.0,-0.2263,NEGATIVE
185_24,185,"this is a benefit for many reasons; one being just for appearance, your pants won't be bulging with this phone in your pocket.",support_contact,1,0,0,1,0,0,0,0,0,0,1.9,POSITIVE,0.0,0.88,0.12,0.4588,POSITIVE
185_25,185,battery life:  the battery life on this phone is surreal.,support_contact,1,0,0,1,0,0,0,0,0,0,2.6,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
185_26,185,"it lasts, truly, 7 days on standby.",other,0,0,0,0,0,0,0,0,0,0,1.4,POSITIVE,0.0,0.674,0.326,0.4404,POSITIVE
185_27,185,i've used the speakerphone for almost two hours once and the battery did not even go down one single bar.,support_contact,1,0,0,1,0,0,0,0,0,0,2.1,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
185_28,185,it is amazing that the battery lasts so long when the phone is so small and light.,support_contact,1,0,0,1,0,0,0,0,0,0,2.25,POSITIVE,0.0,0.808,0.192,0.5859,POSITIVE
185_29,185,"this phone has many other features, ir,; just to name one, the features above i view as the most beneficial.",support_contact,2,0,0,1,0,0,0,0,1,0,1.25,POSITIVE,0.0,0.856,0.144,0.4927,POSITIVE
185_30,185,"the phone has a few minor inconveniences, but only because it lacks those features, bluetooth and high spend internet, but there are very few problems with things that you expected this phone to do.",complaint,3,1,0,1,0,0,0,0,1,0,-0.3,NEUTRAL,0.107,0.893,0.0,-0.6082,NEGATIVE
185_31,185,"overall, i highly recommend this phone.",support_contact,2,0,0,1,0,0,0,1,0,0,3.1,POSITIVE,0.0,0.642,0.358,0.4201,POSITIVE
185_32,185,it is a perfect phone in such a small and appealing package.,support_contact,2,0,0,1,1,0,0,0,0,0,2.95,POSITIVE,0.0,0.748,0.252,0.5719,POSITIVE
186_1,186,so far i am more than pleased.,other,0,0,0,0,0,0,0,0,0,0,2.6,POSITIVE,0.0,0.654,0.346,0.4902,POSITIVE
186_2,186,i love the pros and cons reviews so here ya go:  pros:  size - extremely small and convenient will fit in your pocket and not bother you.,other,0,0,0,0,0,0,0,0,0,0,1.45,POSITIVE,0.0,0.733,0.267,0.8288,POSITIVE
186_3,186,"sound - excellent polyphonic ringing tones are very nice (check cons) it also doubles as a radio, which is a nice feature when you are bored.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,2.25,POSITIVE,0.062,0.653,0.285,0.8173,POSITIVE
186_4,186,speakerphone - loud and clear has some nice extra features like currency converter and a stopwatch.,support_contact,2,0,0,1,0,0,0,0,1,0,2.15,POSITIVE,0.0,0.622,0.378,0.7845,POSITIVE
186_5,186,"surfing the web on it is nice as well, i just wish there were more wap pages available.",other,0,0,0,0,0,0,0,0,0,0,1.0,POSITIVE,0.0,0.664,0.336,0.765,POSITIVE
186_6,186,"cons:  ring tones only come with crazy songs and annoying rings, there is only one ring that sounds close to a regular ring.",other,0,0,0,0,0,0,0,0,0,0,-1.2,NEGATIVE,0.195,0.805,0.0,-0.6249,NEGATIVE
186_7,186,the screen is easily scratched but if you have the warranty you should be able to swap it out.,return_refund,2,0,1,0,0,1,0,0,0,0,-0.85,NEGATIVE,0.0,0.914,0.086,0.1779,POSITIVE
186_8,186,games kind of stink and you cant download them you have to get the link cable to get additional games.,other,0,0,0,0,0,0,0,0,0,0,-1.7,NEGATIVE,0.136,0.864,0.0,-0.4576,NEGATIVE
187_1,187,great buy.,recommendation,1,0,0,0,0,0,0,1,0,0,2.7,POSITIVE,0.0,0.196,0.804,0.6249,POSITIVE
187_2,187,nice little phone... light compact..  great features..  buttons do seem a little sticky tho.. and the hands free kits ' connector might be a problem..,complaint,3,1,0,1,0,0,0,0,1,0,0.8,POSITIVE,0.08,0.619,0.301,0.8176,POSITIVE
188_1,188,it works... as a phone!,support_contact,1,0,0,1,0,0,0,0,0,0,1.4,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
188_2,188,"perhaps there is a tone of irony in the title of my review, but i actually mean it in earnest.",other,0,0,0,0,0,0,0,0,0,0,0.3,NEUTRAL,0.047,0.764,0.189,0.6542,POSITIVE
188_3,188,after having had my heart broken by a sexy piece of hardware that simply wouldn't perform.,complaint,2,1,0,0,0,1,0,0,0,0,-1.8,NEGATIVE,0.131,0.549,0.321,0.6705,POSITIVE
188_4,188,"i replaced it with this not-quite-so-dazzling, but definitely more functional device.",return_refund,2,0,1,0,0,0,0,0,1,0,1.25,POSITIVE,0.0,0.738,0.262,0.5499,POSITIVE
188_5,188,"although the nokia 6610 is a little short on the features department, it is an outstanding piece of hardware for doing what it was primarily meant to do: to be a wireless telephone.",support_contact,2,0,0,1,0,0,0,0,1,0,1.95,POSITIVE,0.0,0.889,0.111,0.6124,POSITIVE
188_6,188,the reception and sound quality are top-notch.,product_quality,1,0,0,0,0,1,0,0,0,0,2.55,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
188_7,188,"i can routinely talk on the phone in my house in the suburbs, which is an unaccustomed luxury, even with t-mobile service.",support_contact,1,0,0,1,0,0,0,0,0,0,1.8,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
188_8,188,i like the size and weight of this little critter.,other,0,0,0,0,0,0,0,0,0,0,2.0,POSITIVE,0.0,0.783,0.217,0.3612,POSITIVE
188_9,188,"i am able to carry it close to my body, in places where other phones are not so easily concealed.",support_contact,1,0,0,1,0,0,0,0,0,0,1.2,POSITIVE,0.119,0.881,0.0,-0.3749,NEGATIVE
188_10,188,"the keys are close together, and the layout is a bit funky in relation to standard rectangular layout keypads, but it's not too weird.",other,0,0,0,0,0,0,0,0,0,0,-0.55,NEGATIVE,0.048,0.881,0.071,0.1474,POSITIVE
188_11,188,"the fact that the "" 0 "" key is the space key for text input is a bit confusing, as many phones use the "" # "" key instead.",support_contact,1,0,0,1,0,0,0,0,0,0,-1.05,NEGATIVE,0.064,0.936,0.0,-0.2263,NEGATIVE
188_12,188,but that's not an insurmoutable obstacle.,other,0,0,0,0,0,0,0,0,0,0,0.25,NEUTRAL,0.0,0.652,0.348,0.395,POSITIVE
188_13,188,"the screen is bright, easy to see in the daylight, with nice colors.",other,0,0,0,0,0,0,0,0,0,0,2.0,POSITIVE,0.0,0.538,0.462,0.8225,POSITIVE
188_14,188,it receives very nice mms pictures from other gsm phones.,support_contact,2,0,0,1,1,0,0,0,0,0,1.9,POSITIVE,0.0,0.744,0.256,0.4754,POSITIVE
188_15,188,there are some features in the user interface that i find a little inconvenient.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,-1.1,NEGATIVE,0.139,0.861,0.0,-0.2748,NEGATIVE
188_16,188,"the menu options appear one at a time, taking up the whole screen, and one has to scroll down one by one, or have memorized where they are in the menu order, to select them by using the number keypad.",shipping,1,0,0,0,1,0,0,0,0,0,-1.3,NEGATIVE,0.0,0.968,0.032,0.0772,POSITIVE
188_17,188,thumbs down on that one.,other,0,0,0,0,0,0,0,0,0,0,-2.05,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
188_18,188,the vibrate setting is loud!,other,0,0,0,0,0,0,0,0,0,0,-0.7,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
188_19,188,"so loud, really, that it doesn't work terribly well as a silent ringer option.",complaint,1,1,0,0,0,0,0,0,0,0,-1.3,NEGATIVE,0.108,0.717,0.175,0.2755,POSITIVE
188_20,188,"but, then again, the ringer can be so loud that i heard it ringing inside my office, when i was already out on the street...  which was a good thing, because i realized i had forgotten my phone...  other things that i miss are voice-activated dialing and a standard 2.5 mm headset jack.",support_contact,1,0,0,1,0,0,0,0,0,0,-0.15,NEUTRAL,0.073,0.861,0.066,0.1531,POSITIVE
188_21,188,"i'd like a camera phone, but i'd rather have a phone than a toy that takes pictures but makes no calls...  pros:  - light, compact design  - solid, high-quality construction  - well-backlit keypad  - outstanding signal reception  - excellent sound quality  - bright, visible screen  - speakerphone  - very long-lasting battery life  cons:  - some features in the user interface  - no voice activated dialing (what were they thinking  - no option for caller-id pictures or individualized ringtones.",support_contact,3,0,0,1,0,1,0,0,1,0,1.3,POSITIVE,0.087,0.726,0.187,0.8922,POSITIVE
188_22,188,- no propietary headset jack,other,0,0,0,0,0,0,0,0,0,0,-0.65,NEGATIVE,0.355,0.645,0.0,-0.296,NEGATIVE
189_1,189,this bumpy is wicked groovy.,other,0,0,0,0,0,0,0,0,0,0,2.0,POSITIVE,0.459,0.541,0.0,-0.5267,NEGATIVE
189_2,189,i thought it would be haggard but when i be gotted this junky i was mad happy and stuff.,complaint,1,1,0,0,0,0,0,0,0,0,2.0,POSITIVE,0.163,0.645,0.192,0.1901,POSITIVE
189_3,189,this junky is super duper rad.,complaint,1,1,0,0,0,0,0,0,0,0,2.05,POSITIVE,0.0,0.562,0.438,0.5994,POSITIVE
189_4,189,it be my fav c-phone and stuff.,support_contact,1,0,0,1,0,0,0,0,0,0,2.35,POSITIVE,0.0,0.667,0.333,0.4588,POSITIVE
189_5,189,so go and buy dis sucka beefo it all be gone an stuffff.,recommendation,1,0,0,0,0,0,0,1,0,0,1.8,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
189_6,189,aight den bumpy?,other,0,0,0,0,0,0,0,0,0,0,-0.05,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
189_7,189,word... peace in the east bruvah.,other,0,0,0,0,0,0,0,0,0,0,0.35,NEUTRAL,0.0,0.588,0.412,0.5423,POSITIVE
190_1,190,i love this phone.,support_contact,1,0,0,1,0,0,0,0,0,0,2.9,POSITIVE,0.0,0.417,0.583,0.6369,POSITIVE
190_2,190,one of the best cell phones i have ever used to-date.,support_contact,1,0,0,1,0,0,0,0,0,0,2.8,POSITIVE,0.0,0.704,0.296,0.6369,POSITIVE
190_3,190,i like the speakphone function a lot.,support_contact,2,0,0,1,0,0,0,0,1,0,2.1,POSITIVE,0.0,0.706,0.294,0.3612,POSITIVE
190_4,190,it allows me to place the phone on the table while talking and working on my computer or other jobs.,support_contact,1,0,0,1,0,0,0,0,0,0,1.3,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
190_5,190,i am very pleased with its quality and durability.,product_quality,1,0,0,0,0,1,0,0,0,0,2.35,POSITIVE,0.0,0.715,0.285,0.4927,POSITIVE
190_6,190,i like the automatic key lock function.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,1.4,POSITIVE,0.0,0.706,0.294,0.3612,POSITIVE
190_7,190,the phone is very light weight.,support_contact,1,0,0,1,0,0,0,0,0,0,1.25,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
190_8,190,the screen is bright and ring tones are unlimited.,other,0,0,0,0,0,0,0,0,0,0,2.0,POSITIVE,0.0,0.734,0.266,0.4404,POSITIVE
190_9,190,the fm radio is cool.,other,0,0,0,0,0,0,0,0,0,0,1.7,POSITIVE,0.0,0.635,0.365,0.3182,POSITIVE
190_10,190,most of our emplyees use this model phone.,support_contact,1,0,0,1,0,0,0,0,0,0,0.85,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
190_11,190,best regards sadoun satellite sales,other,0,0,0,0,0,0,0,0,0,0,0.35,NEUTRAL,0.0,0.488,0.512,0.6369,POSITIVE
191_1,191,best of the best mobile phone.,support_contact,1,0,0,1,0,0,0,0,0,0,3.6,POSITIVE,0.0,0.323,0.677,0.8555,POSITIVE
191_2,191,"while going for a cellphone, i was fully determined to buy a nokia only as it is the best in cellphones.",support_contact,2,0,0,1,0,0,0,1,0,0,2.1,POSITIVE,0.0,0.734,0.266,0.7841,POSITIVE
