id,human_score,text,corpus,human_label,vader_score,vader_label,distilbert_label,distilbert_score,roberta_label,roberta_score
201_10,0.75,"As he sensibly states, ''It's better to discuss these things in the classrooms than in the streets.''",NYT,POSITIVE,1.7616,POSITIVE,NEGATIVE,-4,NEUTRAL,0
202_1,-1.5,"When National Football League players finally capitulated after a 24-day strike this fall, team owners couldn't resist rubbing salt into their wounds.",NYT,NEGATIVE,-0.512,NEGATIVE,POSITIVE,4,NEUTRAL,0
202_2,-0.45,"Now, if a preliminary ruling from the National Labor Relations Board holds up, the owners will have to pay for their nastiness.",NYT,NEUTRAL,-1.4448,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
202_3,-1.2,"In a finding issued by its general counsel, the Labor Board says the owners engaged in unfair labor practices when they barred the strikers from playing in games the weekend of Oct. 18.",NYT,NEGATIVE,-0.2064,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
202_4,-1.0,"The players had ended their strike and reported for work on Thursday, Oct. 15, but were turned away, ostensibly because they were too late for the weekend games.",NYT,NEGATIVE,-0.2576,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
202_5,0.45,"It was not too late, the labor board noted, for replacement players to be signed.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
202_6,-0.1,The owners were ordered to pay regular players their salaries and relevant bonuses for that weekend's games.,NYT,NEUTRAL,1.9756,POSITIVE,NEGATIVE,-4,NEUTRAL,0
202_7,-0.55,"In a more dubious ruling, the owners were ordered to pay bonuses to players whose teams might have qualified for the playoffs had they been allowed to play that weekend.",NYT,NEGATIVE,1.6912,POSITIVE,NEGATIVE,-4,NEUTRAL,0
202_8,-0.9,That seems unduly speculative.,NYT,NEGATIVE,0.4108,POSITIVE,NEGATIVE,-4,NEUTRAL,0
202_9,-0.35,The owners indicate they'll appeal; that might take two years or more.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
202_10,-1.15,"But this initial decision at least puts them on notice: They may have broken the union in the strike, but off the field as well as on, there are penalties for piling on.",NYT,NEGATIVE,-2.0092,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
203_1,0.85,"The Exxon Corporation has agreed to put an environmentalist on its board of directors, thanks in part to pressure from New York City's Comptroller, Harrison Goldin, and a small band of like-minded big stockholders.",NYT,POSITIVE,1.686,POSITIVE,POSITIVE,4,NEUTRAL,0
203_2,0.2,"Mr. Goldin administers the city's huge pension funds, which hold substantial shares of Exxon.",NYT,NEUTRAL,2.5944,POSITIVE,POSITIVE,4,NEUTRAL,0
203_3,0.3,"Together with the sheet metal workers' union and state pension fund administrators from California, Massachusetts and New Jersey, he confronted Exxon executives after the Valdez oil spill.",NYT,NEUTRAL,-0.8092,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
203_4,-1.25,The group threatened a bloc vote against management if the company didn't quickly show more concern for the environment - beyond just cleaning up the spill.,NYT,NEGATIVE,-1.8352,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
203_5,0.15,"The group's shares are less than 2 percent of the total outstanding, so Exxon's bosses weren't really in danger.",NYT,NEUTRAL,3.4328,POSITIVE,NEGATIVE,-4,NEUTRAL,0
203_6,-0.35,"But given the barrage of bad publicity over Valdez, they took the group's advice.",NYT,NEUTRAL,-2.7824,NEGATIVE,POSITIVE,4,NEUTRAL,0
203_7,-0.3,"Mr. Goldin has flexed his pension power before, against companies doing business in South Africa and Northern Ireland.",NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
203_8,-0.45,"To some extent, that's the grandstanding of a Comptroller who would be mayor.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
203_9,0.5,But the environment is a proper priority for all businesses.,NYT,POSITIVE,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
203_10,0.8,"Credit Mr. Goldin for pressing an issue that Exxon should have addressed, on its own, long ago.",NYT,POSITIVE,1.5272,POSITIVE,NEGATIVE,-4,NEUTRAL,0
204_1,-1.9,"A few weeks ago, the National Assessment of Educational Progress reported that, in addition to all their other skill deficiencies, American schoolchildren don't write very well.",NYT,NEGATIVE,0.7792,POSITIVE,NEGATIVE,-4,NEUTRAL,0
204_2,0.45,The state of Maryland now offers a possible explanation.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
204_3,-0.8,The National Assessment must not have given credit for neatness and punctuation.,NYT,NEGATIVE,0.1196,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
204_4,0.1,"That, at least, is how such problems are solved in Maryland.",NYT,NEUTRAL,-0.6124,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
204_5,0.3,"The state adopted its ''functional writing test'' in 1983, with a view to possibly making it a graduation requirement.",NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
204_6,-1.7,"But the test was roundly criticized because so many students failed, including some who regularly get high grades for writing.",NYT,NEGATIVE,-3.376,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
204_7,0.8,"The protests led to a study by a special task force, and the state board of education recently approved giving credit for punctuation and neatness, as well as to grammar, logical development of ideas and other substantive criteria.",NYT,POSITIVE,3.6004,POSITIVE,NEGATIVE,-4,NEUTRAL,0
204_8,-0.6,"Previously, student writers of ''pretty papers'' got no reward, the chairman of the task force was quoted as saying.",NYT,NEGATIVE,0.2084,POSITIVE,NEGATIVE,-4,NEUTRAL,0
204_9,-0.1,"''Now we're saying that if a student can write good sentences that don't say anything, it may not be good writing, but it is competent writing.''",NYT,NEUTRAL,2.0404,POSITIVE,POSITIVE,4,NEUTRAL,0
204_10,-0.5,"Giving credit for appearance, as opposed to substance, certainly conveys a message about the way the world works.",NYT,NEGATIVE,3.0024,POSITIVE,POSITIVE,4,NEUTRAL,0
204_11,-1.0,But is that really the sort of message a state's education system is supposed to teach?,NYT,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
205_1,0.05,One day this week a New Yorker went Christmas shopping at a big department store.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
205_2,-0.2,She had scarcely made it to the cosmetics counter before rediscovering the Five Laws of Christmas Shopping.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
205_3,-1.05,The first struck her immediately: No sooner does she arrive at a big store than her feet hurt.,NYT,NEGATIVE,-3.06,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
205_4,0.0,The second law presented itself in the delicacies department.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
205_5,1.15,"If the line at the counter is any proof, millions of Americans will once again find candy under the tree.",NYT,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
205_6,0.1,The third law was observable in the men's department.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
205_7,0.05,"Almost all the customers were women, and almost all were buying scarves.",NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
205_8,-0.05,The fourth law was especially evident in the linens and lingerie departments.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
205_9,-0.5,People should know better than to return merchandise at precisely the same time that everyone else is buying it.,NYT,NEGATIVE,1.7616,POSITIVE,NEGATIVE,-4,NEUTRAL,0
205_10,0.2,The fifth law was manifest everywhere.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
205_11,-1.25,"If the store has something in the right size it doesn't have it in the right color, and vice versa.",NYT,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
205_12,0.75,"If it had the right color and the right size, Oh!",NYT,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
205_13,-0.15,the last one was sold just an hour before.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
206_1,1.6,"The canvases were familiar enough: the lovely, warm scenes of Dutch domesticity that the Western eye knows well; the meticulously rendered opulence of satin and fur, the cold clarity of checkered-tile cathedral floors; and the swirling, Italianate biblical scenes, all reds and blues and grand proportions.",NYT,POSITIVE,3.64,POSITIVE,POSITIVE,4,NEUTRAL,0
206_2,-0.75,"But where such paintings usually have on their frames the titles and artists rendered in English or perhaps in French, Italian, Spanish, German or Dutch, there was a jarringly unfamiliar script here.",NYT,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
206_3,0.25,"The great names of Flemish and Dutch painting - Breughel, Rembrandt, Rubens, Hals, Van Dyck - all appeared in the Cyrillic characters of Russian.",NYT,NEUTRAL,2.4996,POSITIVE,POSITIVE,4,NEUTRAL,0
206_4,0.1,"For these were paintings from Leningrad's renowned Hermitage Museum, at an exhibition that ended yesterday at New York's Metropolitan Museum.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
206_5,0.1,A recent museumgoer entered one gallery to find a large crowd gathered around a work not mentioned in the tape-recorded commentary.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
206_6,0.05,The object of curiosity was not a painting at all but a large photograph of Russians in a gallery in the Hermitage.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
206_7,0.0,"''Look at the shoes,'' someone said.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
206_8,0.15,"''See how many paintings are on one wall,'' said someone else.",NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
206_9,0.9,"''Some pretty decent clothes,'' said a third person.",NYT,POSITIVE,1.9756,POSITIVE,POSITIVE,4,NEUTRAL,0
206_10,-0.15,"And the American crowd pressed in, assessing their counterparts across an ocean, a continent and a fast-shifting political divide.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
207_1,1.2,"Phoebe Mills, a talented 16-year-old gymnast, retired last week after a 10-year career during which she won an Olympic medal and succeeded Mary Lou Retton as America's top female in the sport.",NYT,POSITIVE,3.7148,POSITIVE,POSITIVE,4,NEUTRAL,0
207_2,-0.3,"Ms. Retton, the darling of the 1984 Los Angeles Olympics, retired at age 17 -which is apparently becoming the upper age limit for females who aspire to world-class competition in gymnastics.",NYT,NEUTRAL,2.3436,POSITIVE,NEGATIVE,-4,NEUTRAL,0
207_3,-0.4,"The sports establishment calls them women gymnasts, but anyone who has watched them knows they are still girls.",NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
207_4,0.25,One reason they leap and twirl so nimbly is that they are still unencumbered by full-grown bodies.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
207_5,-0.55,"For men, the problem is different.",NYT,NEGATIVE,-1.6076,NEGATIVE,POSITIVE,4,NEUTRAL,0
207_6,-0.9,Men's gymnastics put such a premium on upper-body strength that an undeveloped boy would find it impossible to compete.,NYT,NEGATIVE,1.9756,POSITIVE,POSITIVE,4,NEUTRAL,0
207_7,0.05,"But the physical difference between a girl and a woman is so great that it could justify a separate competitive category, like professional golf's tour for senior players.",NYT,NEUTRAL,3.7128,POSITIVE,POSITIVE,4,NEUTRAL,0
207_8,0.0,Why not a separate gymnastics competition for women 21 and over?,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
207_9,1.5,"There might be fewer perfect 10's, but more savvily earned 9's.",NYT,POSITIVE,1.3164,POSITIVE,POSITIVE,4,NEUTRAL,0
207_10,1.0,"There might be less speed and power, but more rhythm and grace.",NYT,POSITIVE,2.4972,POSITIVE,POSITIVE,4,NEUTRAL,0
207_11,1.35,"Most important, simply growing up would no longer bar a woman from competing in a wonderful sport.",NYT,POSITIVE,2.7056,POSITIVE,POSITIVE,4,NEUTRAL,0
208_1,-2.0,New York's Offtrack Betting authorities know full well that gambling can be a devastating addiction.,NYT,NEGATIVE,-1.9756,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
208_2,-0.05,"Their current subway advertising cautions, in the lower-left corner: ''Bet with your head ...not over it.''",NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
208_6,-1.3,But the type is so tiny that only the most searching straphanger can read it.,NYT,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
208_7,-0.1,"OTB's real message, of course, is clear from afar.",NYT,NEUTRAL,1.5272,POSITIVE,POSITIVE,4,NEUTRAL,0
208_8,0.5,"The large color poster shows a gentleman standing tall in top hat and formal dress, being admired by seven other spiffy types.",NYT,POSITIVE,2.4996,POSITIVE,POSITIVE,4,NEUTRAL,0
208_9,0.8,"''Everybody Loves a Winner,'' the inch-high letters proclaim.",NYT,POSITIVE,3.2704,POSITIVE,POSITIVE,4,NEUTRAL,0
208_10,0.25,''That's Why We All Belong at OTB.'',NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
208_11,-0.1,The top-hatted gentleman carries a pair of binoculars of the sort one might take to the races - or use to read the tiny warning type.,NYT,NEUTRAL,-1.36,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
208_12,-1.2,"Until it prints warnings that need no magnification, OTB deserves a worm.",NYT,NEGATIVE,-1.7916,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
209_1,0.05,''Why don't you bring that stuff?'' she said as they rose from their seats in the shiny new Cineplex Odeon movie theater on Eighth Avenue and 50th.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
209_3,0.0,''What stuff?'' he asked.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
209_5,-0.05,"''The soda cup, and the empty popcorn bag.''",NYT,NEUTRAL,-0.8092,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
209_6,0.0,"''Oh, all right.'' He bent down to retrieve the leavings and noticed what she had already noticed.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
209_8,0.9,"There was none of the usual sticky spills, no wads of paper; there was no trash at all along the whole row.",NYT,POSITIVE,-2.1068,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
209_9,0.2,Then came a second surprise.,NYT,NEUTRAL,1.0928,POSITIVE,POSITIVE,4,NEUTRAL,0
209_10,0.1,"As they reached the stainless steel trash receptacles in the lobby, they were joined by other people - two, five, a dozen - who had also brought their trash to throw away.",NYT,NEUTRAL,0.512,POSITIVE,NEGATIVE,-4,NEUTRAL,0
209_11,0.05,At the movies.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
209_12,0.0,In New York City.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
209_13,0.2,"Well, maybe it's not so surprising, he thought.",NYT,NEUTRAL,-0.1944,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
209_14,-0.2,"After all, this is the city that dared its residents to pick up dog droppings and now asks them to separate paper from other household trash.",NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
209_15,0.8,"Mean streets will not easily become clean streets, but there are some good signs.",NYT,POSITIVE,1.61,POSITIVE,POSITIVE,4,NEUTRAL,0
210_1,-2.1,"After James Callahan died in a fraternity hazing incident at Rutgers University in February, some students rationalized his death as being the 18-year-old freshman's own fault.",NYT,NEGATIVE,-3.5228,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
210_2,-0.7,"After all, he consented to the hazing; he just got in over his head.",NYT,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
210_3,0.0,"Indictments this week of 15 fraternity members send a different message, one that may prevent more senseless tragedies.",NYT,NEUTRAL,-1.8912,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
210_4,-1.45,The indictments of Lambda Chi Alpha fraternity brothers were under a 1980 New Jersey law that defines aggravated hazing - knowingly and recklessly pro-moting the kind of conduct that led to Mr. Callahan's death at an initiation party.,NYT,NEGATIVE,-2.4996,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
210_5,-1.25,He and other Lambda pledges were put in a room and encouraged to drink themselves sick.,NYT,NEGATIVE,-0.8092,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
210_6,-1.55,Mr. Callahan drank more than 20 ounces of liq-uor in little more than a half-hour and became sick unto death.,NYT,NEGATIVE,-3.208,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
210_7,-0.4,"In theory, each defendant could get 18 months in prison and a $7,500 fine; but as first offenders, they are unlikely to go to prison.",NYT,NEUTRAL,-3.4292,NEGATIVE,POSITIVE,4,NEUTRAL,0
210_8,0.55,"Still, the indictments serve a purpose - they teach a lesson that fraternity members ought to appreciate: We are each our brother's keeper and must answer for what happens to him.",NYT,POSITIVE,1.6076,POSITIVE,POSITIVE,4,NEUTRAL,0
211_1,-0.65,"''Not all vegetable oils are created equal,'' warns Representative Dan Glickman, Democrat of Kansas.",NYT,NEGATIVE,0.6124,POSITIVE,NEGATIVE,-4,NEUTRAL,0
211_2,-1.35,"A package of cookies may be ''baked with 100 percent vegetable shortening,'' but if the shortening happens to be highly saturated palm, palm kernel or coconut oil, it poses far greater health risk than any animal fat.",NYT,NEGATIVE,0.6124,POSITIVE,NEGATIVE,-4,NEUTRAL,0
211_3,0.8,"A bill sponsored by Mr. Glickman and Representative Ron Wyden, Democrat of Oregon, would sensibly require manufacturers to specify the oil used.",NYT,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
211_4,0.0,Package labels now need only say that the product contains one or more of several oils that are listed.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
211_5,-0.15,The powerful food producers' lobby contends that manufacturers need flexibility to avoid having to print new labels when they switch oils to take advantage of changing prices.,NYT,NEUTRAL,2.4996,POSITIVE,POSITIVE,4,NEUTRAL,0
211_6,-0.25,That expense seems slight compared with the health costs.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
211_7,0.1,"The proposed legislation, endorsed by the American Heart Association, the Center for Science in the Public Interest and the Consumer Federation of America, would require manufacturers to identify fully the cheaper, artery-clogging oils from Malaysia and Indonesia.",NYT,NEUTRAL,3.3924,POSITIVE,NEGATIVE,-4,NEUTRAL,0
211_8,1.3,"Chances of passage this session appear good, for American farmers stand to gain from promotion of products made with domestically produced, unsaturated corn and soybean oil.",NYT,POSITIVE,3.1856,POSITIVE,POSITIVE,4,NEUTRAL,0
211_9,0.55,"In this case, the farmers' economic interest coincides with consumers' health interest.",NYT,POSITIVE,2.8736,POSITIVE,POSITIVE,4,NEUTRAL,0
212_1,0.5,"There are many ways to travel from point A to point B in New York City: subways, buses and bicycles.",NYT,POSITIVE,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
212_2,0.0,"People walk, run or drive.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
212_3,1.3,"And, of course, there is the yellow cab, about which the Taxi and Limousine Commission now offers convenient and sensible instructions.",NYT,POSITIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
212_4,0.25,"The commission's new glossy pamphlet, ''How to Use a New York City Taxi,'' lets potential passengers know that getting a cab is simple: ''Stand in an intersection, raise your hand and within minutes a taxicab is likely to pull up.''",NYT,NEUTRAL,1.9756,POSITIVE,NEGATIVE,-4,NEUTRAL,0
212_5,0.25,"It illustrates how to tell which cabs are occupied, and it gives fare rates and normal fare ranges.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
212_6,0.05,"The commission now has a second booklet for passengers with problems: ''How to File a Complaint,'' with step-by-step procedures.",NYT,NEUTRAL,-2.3976,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
212_7,0.1,"And it plans six more, including ''How to Become a Taxi Driver.''",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
212_8,-0.1,But the potential best seller of all isn't on the list: ''How to Get a Cab in the Rain.'',NYT,NEUTRAL,3.1132,POSITIVE,NEGATIVE,-4,NEUTRAL,0
213_1,0.6,"The Smithsonian Institution is a funny red castle on the Mall in Washington, full of whatnots from America's past.",NYT,POSITIVE,1.7616,POSITIVE,POSITIVE,4,NEUTRAL,0
213_2,-0.65,"More than that, it's a monument - to the average American's inability to throw anything away.",NYT,NEGATIVE,-1.6076,NEGATIVE,POSITIVE,4,NEUTRAL,0
213_3,0.2,"Its total collection now numbers some 134 million items, and last year it added 466,181 more.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
213_4,0.2,"Among them were a 70-million-year-old shark, the late Buddy Rich's drums, wallpaper by Frank Lloyd Wright, an F4S Phantom jet used in Vietnam, 9,000 seashells and 25,000 beetle specimens.",NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
213_5,0.2,"Since the Smithsonian runs the National Zoo, it also counts newborn animals as ''acquisitions'' -in 1988, two African lions, one white-cheeked gibbon, an Arabian oryx and six rails.",NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
213_6,0.05,Where does it keep all that stuff?,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
213_7,0.45,The National Museum has 118 million scientific specimens.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
213_8,-0.05,"The remaining 16 million items are scattered among the Smithsonian's 10 other museums and galleries, plus the zoo, 19 Quonset huts for air and space craft, and, for everything else, there's a 4 1/2-acre warehouse outside Washington.",NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
213_9,-1.2,That's room enough to make housekeepers weep with envy and apartment dwellers bawl in despair.,NYT,NEGATIVE,-3.2504,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
213_10,0.1,But think of it as national security.,NYT,NEUTRAL,1.9068,POSITIVE,NEGATIVE,-4,NEUTRAL,0
213_11,0.3,What's a great nation without a great closet?,NYT,NEUTRAL,0.8148,POSITIVE,NEGATIVE,-4,NEUTRAL,0
214_1,-2.1,"Since the army shot down a democratic revolution in Myanmar, formerly Burma, 19 months ago, that nation's 40 million people have been helpless victims of a capricious military regime.",NYT,NEGATIVE,-2.5944,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
214_2,-0.9,Washington has suspended official aid.,NYT,NEGATIVE,-1.9068,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
214_3,-1.2,"But Myanmar's ruling State Law and Order Restoration Council, or Slorc, has found a new way to pay for its brutal military operations.",NYT,NEGATIVE,-3.2188,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
214_4,0.35,It recently opened Myanmar's long-closed economy to foreign commerce.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
214_5,-0.05,"Teak, fish, seafood, petroleum and minerals are Myanmar's main legal exports.",NYT,NEUTRAL,0.512,POSITIVE,POSITIVE,4,NEUTRAL,0
214_6,-1.0,Myanmar is also the source for roughly half the world's heroin.,NYT,NEGATIVE,-1.9756,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
214_7,-0.4,"The leading drug lord is Khun Sa, whose private army fights alongside Slorc troops against non-Burmese ethnic tribes at Myanmar's borders.",NYT,NEUTRAL,-1.6076,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
214_8,0.1,Their aim is to make it easier to ship drugs and other exports abroad.,NYT,NEUTRAL,1.686,POSITIVE,NEGATIVE,-4,NEUTRAL,0
214_9,-1.6,"The U.S., unfortunately, is a big market for both legal and illegal commodities.",NYT,NEGATIVE,-2.682,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
214_10,1.0,"But thanks largely to Senator Daniel Patrick Moynihan of New York, American consumers may soon stop subsidizing repression.",NYT,POSITIVE,-1.3164,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
214_11,-0.6,Mr. Moynihan has attached a provision banning U.S. imports from Myanmar to this year's mini-trade bill.,NYT,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
214_12,0.45,"By accepting the provision, the House would squeeze the Slorc - and perhaps hasten the fall of one of the world's least savory regimes.",NYT,NEUTRAL,1.5272,POSITIVE,NEGATIVE,-4,NEUTRAL,0
215_1,-1.05,"It's a given that soap opera characters will suffer multiple misunderstandings, several spouses and at least one coma apiece.",NYT,NEGATIVE,-2.1692,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
215_2,0.1,But it's usually left to the viewers to marvel at the course of their tangled lives.,NYT,NEUTRAL,2.2876,POSITIVE,NEGATIVE,-4,NEUTRAL,0
215_3,-0.8,"How startling, then, to hear Jack Devereaux on a recent episode of ''Days of Our Lives'' telling his wimpish girlfriend, Melissa, about his afflictions of the past year.",NYT,NEGATIVE,-1.2728,NEGATIVE,POSITIVE,4,NEUTRAL,0
215_4,-0.1,"''Do you know anybody who could have a life like mine and not laugh about it?'' he said, not cracking a smile.",NYT,NEUTRAL,-1.4728,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
215_6,1.15,"''One moment I'm Jack Devereaux, the Senator's son, married to the woman of my dreams.",NYT,POSITIVE,1.6076,POSITIVE,POSITIVE,4,NEUTRAL,0
215_7,-0.35,The next thing I know I'm not Jack Devereaux.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
215_8,-0.1,I'm not the Senator's son.,NYT,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
215_9,-1.9,I'm the son of my ex-maid and the man who raped my sister...,NYT,NEGATIVE,-2.7232,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
215_13,-0.9,My father's not really my father.,NYT,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
215_14,-2.4,"He's actually a serial killer who tried to kill the woman of my dreams, who's at this moment getting married to the brother that I hate.''",NYT,NEGATIVE,-3.6004,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
215_15,-0.65,"''It gets better,'' he continued, pointing out that at the time he married the woman of his dreams he didn't know that she was really in love with the brother that he hated.",NYT,NEGATIVE,2.8304,POSITIVE,NEGATIVE,-4,NEUTRAL,0
215_16,1.25,"Not only that, he ended triumphantly, but ''I didn't know at that time that he was my brother.''",NYT,POSITIVE,1.1384,POSITIVE,POSITIVE,4,NEUTRAL,0
215_17,-0.55,"Melissa, true to her character, kept a straight face throughout the whole sorry tale.",NYT,NEGATIVE,2.1068,POSITIVE,POSITIVE,4,NEUTRAL,0
215_18,-0.7,Which is surely more than can be said for many of the viewers.,NYT,NEGATIVE,1.7616,POSITIVE,POSITIVE,4,NEUTRAL,0
216_1,-0.75,Don't relax.,NYT,NEGATIVE,-1.3648,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
216_2,-1.7,There's always something to worry about.,NYT,NEGATIVE,-1.7616,NEGATIVE,POSITIVE,4,NEUTRAL,0
216_3,-1.05,"Herpes, crack and nuclear holocaust have not gone away but have become passe worries.",NYT,NEGATIVE,-2.2876,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
216_4,-0.05,A trendy era obeys fashion even in its fretting.,NYT,NEUTRAL,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
216_5,-1.35,Here are some worries that have already infected 1988.,NYT,NEGATIVE,-2.8736,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
216_6,-1.15,There may be urethane in the wine.,NYT,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
216_7,-1.75,There may be parasites in the sushi.,NYT,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
